Engine Fuel Type,Transmission Type,Driven_Wheels,Market Category,Vehicle Size,Vehicle Style,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,MSRP,Popularity,,Make,Year
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,Performance",Compact,Convertible,268,6,2,25,17,54500,617,,Mercedes-Benz,2008
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Convertible,268,6,2,25,17,56100,617,,Mercedes-Benz,2009
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,High-Performance",Midsize,Convertible,382,8,2,21,15,64800,617,,Mercedes-Benz,2009
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,High-Performance",Midsize,Coupe,382,8,2,22,15,56800,617,,Mercedes-Benz,2009
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Coupe,268,6,2,25,17,48100,617,,Mercedes-Benz,2009
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,High-Performance",Midsize,Sedan,402,8,4,26,17,73200,617,,Mercedes-Benz,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,577,8,4,22,16,106550,617,,Mercedes-Benz,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Sedan,329,6,4,30,20,65990,617,,Mercedes-Benz,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Sedan,329,6,4,28,20,68490,617,,Mercedes-Benz,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Luxury,High-Performance",Midsize,Sedan,402,8,4,24,17,75700,617,,Mercedes-Benz,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Sedan,329,6,4,30,20,66900,617,,Mercedes-Benz,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Sedan,329,6,4,26,19,69400,617,,Mercedes-Benz,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,577,8,4,22,16,107800,617,,Mercedes-Benz,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Luxury,High-Performance",Midsize,Sedan,402,8,4,25,17,76600,617,,Mercedes-Benz,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,High-Performance",Midsize,Sedan,402,8,4,26,17,74100,617,,Mercedes-Benz,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,High-Performance",Midsize,Sedan,402,8,4,26,18,74850,617,,Mercedes-Benz,2017
premium unleaded (required),AUTOMATIC,all wheel drive,"Luxury,High-Performance",Midsize,Sedan,402,8,4,25,17,77350,617,,Mercedes-Benz,2017
premium unleaded (required),AUTOMATIC,all wheel drive,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,577,8,4,22,16,108900,617,,Mercedes-Benz,2017
premium unleaded (recommended),MANUAL,front wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,260,4,2,30,22,22335,1385,,Chevrolet,2008
premium unleaded (recommended),MANUAL,front wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,260,4,2,30,22,23425,1385,,Chevrolet,2009
premium unleaded (recommended),MANUAL,front wheel drive,"Factory Tuner,Performance",Compact,Sedan,260,4,4,30,22,23425,1385,,Chevrolet,2009
premium unleaded (recommended),MANUAL,front wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,260,4,2,30,22,24535,1385,,Chevrolet,2010
regular unleaded,AUTOMATIC,rear wheel drive,Performance,Compact,Crew Cab Pickup,300,8,4,20,14,28340,1385,,Chevrolet,2012
regular unleaded,AUTOMATIC,rear wheel drive,Performance,Compact,Extended Cab Pickup,300,8,4,20,14,27010,1385,,Chevrolet,2012
regular unleaded,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,305,6,4,24,17,30665,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,305,6,4,24,17,32895,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,305,6,4,24,17,35000,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,305,6,4,24,17,30365,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,305,6,4,24,17,33195,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,305,6,4,26,18,31670,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,305,6,4,26,18,26510,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,200,4,4,27,20,30435,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,four wheel drive,Diesel,Compact,Extended Cab Pickup,200,4,4,25,19,27545,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,200,4,4,27,20,24990,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,four wheel drive,Diesel,Compact,Crew Cab Pickup,305,6,4,24,17,35300,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,200,4,4,27,20,27920,1385,,Chevrolet,2016
regular unleaded,MANUAL,rear wheel drive,Diesel,Compact,Extended Cab Pickup,200,4,4,26,19,22435,1385,,Chevrolet,2016
regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Compact,Crew Cab Pickup,305,6,4,26,18,29440,1385,,Chevrolet,2016
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,92,4,2,33,27,2000,1851,,Dodge,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,92,4,2,32,25,2000,1851,,Dodge,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,92,4,2,32,25,2000,535,,Plymouth,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,92,4,2,33,27,2000,535,,Plymouth,1992
regular unleaded,AUTOMATIC,four wheel drive,Performance,Large,Sedan,250,6,4,24,16,28415,1013,,Chrysler,2002
regular unleaded,AUTOMATIC,front wheel drive,Performance,Large,Sedan,250,6,4,25,17,28805,1013,,Chrysler,2003
regular unleaded,AUTOMATIC,front wheel drive,Performance,Large,Sedan,250,6,4,25,17,29105,1013,,Chrysler,2004
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,600,12,4,17,10,206600,520,,Bentley,2011
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Large,Sedan,600,12,4,17,10,209600,520,,Bentley,2012
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Large,Sedan,600,12,4,17,10,209600,520,,Bentley,2013
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,552,12,4,18,11,181200,520,,Bentley,2011
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,552,12,4,19,11,184200,520,,Bentley,2012
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,552,12,4,19,11,184200,520,,Bentley,2013
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,626,12,2,20,12,238700,520,,Bentley,2014
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,600,12,2,17,10,207700,520,,Bentley,2010
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,616,12,2,20,13,217000,520,,Bentley,2014
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,572,8,2,23,13,337000,520,,Bentley,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Midsize,Coupe,500,8,2,24,15,177500,520,,Bentley,2014
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,521,8,2,24,15,196500,520,,Bentley,2014
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Coupe,567,12,2,21,12,198600,520,,Bentley,2014
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,626,12,2,20,12,250100,520,,Bentley,2015
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,626,12,2,21,12,227600,520,,Bentley,2015
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Coupe,567,12,2,21,12,203500,520,,Bentley,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,521,8,2,24,14,219400,520,,Bentley,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Midsize,Convertible,500,8,2,24,14,206300,520,,Bentley,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Midsize,Coupe,500,8,2,25,15,187900,520,,Bentley,2015
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,567,12,2,20,12,223600,520,,Bentley,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,521,8,2,25,15,199700,520,,Bentley,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,521,8,2,24,14,231800,520,,Bentley,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Midsize,Coupe,500,8,2,25,15,198500,520,,Bentley,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Midsize,Convertible,500,8,2,24,14,218400,520,,Bentley,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,626,12,2,21,12,239400,520,,Bentley,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Midsize,Convertible,582,12,2,20,12,236100,520,,Bentley,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Midsize,Coupe,582,12,2,21,12,214600,520,,Bentley,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,521,8,2,25,15,210700,520,,Bentley,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,626,12,2,20,12,263400,520,,Bentley,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,600,12,2,17,10,231400,520,,Bentley,2010
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,600,12,2,17,10,236100,520,,Bentley,2011
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,567,12,2,19,11,212800,520,,Bentley,2012
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,567,12,2,19,11,212800,520,,Bentley,2013
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Midsize,Convertible,500,8,2,24,14,191400,520,,Bentley,2013
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Luxury,High-Performance",Midsize,Convertible,500,8,2,24,14,195200,520,,Bentley,2014
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,567,12,2,20,12,218500,520,,Bentley,2014
premium unleaded (required),AUTOMATIC,all wheel drive,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,521,8,2,24,14,216200,520,,Bentley,2014
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,621,12,2,19,12,280400,520,,Bentley,2011
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,621,12,2,19,12,280400,520,,Bentley,2012
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,621,12,2,19,12,267000,520,,Bentley,2010
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,621,12,2,19,12,267000,520,,Bentley,2011
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,621,12,2,19,12,267000,520,,Bentley,2012
premium unleaded (required),AUTOMATIC,rear wheel drive,"Exotic,Luxury,Performance",Large,Coupe,420,8,2,15,10,299900,520,,Bentley,2001
premium unleaded (required),AUTOMATIC,rear wheel drive,"Exotic,Luxury,Performance",Large,Coupe,400,8,2,15,10,279900,520,,Bentley,2001
premium unleaded (required),AUTOMATIC,rear wheel drive,"Exotic,Factory Tuner,Luxury,Performance",Large,Coupe,420,8,2,15,10,309900,520,,Bentley,2001
premium unleaded (required),AUTOMATIC,rear wheel drive,"Exotic,Factory Tuner,Luxury,Performance",Large,Coupe,420,8,2,15,10,319900,520,,Bentley,2001
premium unleaded (required),AUTOMATIC,rear wheel drive,"Exotic,Luxury,Performance",Large,Coupe,420,8,2,15,10,328990,520,,Bentley,2003
premium unleaded (required),AUTOMATIC,rear wheel drive,"Exotic,Factory Tuner,Luxury,Performance",Large,Coupe,420,8,2,15,10,318990,520,,Bentley,2003
regular unleaded,AUTOMATIC,front wheel drive,Luxury,Large,Sedan,275,8,4,23,15,39660,61,,Lincoln,2001
premium unleaded (required),AUTOMATIC,front wheel drive,Luxury,Large,Sedan,275,8,4,23,15,39895,61,,Lincoln,2002
premium unleaded (required),AUTOMATIC,front wheel drive,Luxury,Large,Sedan,275,8,4,23,15,38185,61,,Lincoln,2002
premium unleaded (required),AUTOMATIC,front wheel drive,Luxury,Large,Sedan,275,8,4,23,15,38790,61,,Lincoln,2002
premium unleaded (required),AUTOMATIC,front wheel drive,Luxury,Large,Sedan,275,8,4,23,15,39775,61,,Lincoln,2002
regular unleaded,AUTOMATIC,front wheel drive,Luxury,Large,Sedan,305,6,4,26,17,44560,61,,Lincoln,2017
regular unleaded,AUTOMATIC,all wheel drive,Luxury,Large,Sedan,305,6,4,24,16,46560,61,,Lincoln,2017
regular unleaded,AUTOMATIC,all wheel drive,Luxury,Large,Sedan,305,6,4,24,16,49515,61,,Lincoln,2017
regular unleaded,AUTOMATIC,front wheel drive,Luxury,Large,Sedan,305,6,4,26,17,47515,61,,Lincoln,2017
regular unleaded,MANUAL,front wheel drive,"Factory Tuner,Performance",Midsize,Sedan,195,6,4,26,17,2655,5657,,Ford,1998
regular unleaded,MANUAL,front wheel drive,"Factory Tuner,Performance",Midsize,Sedan,200,6,4,26,17,2702,5657,,Ford,1999
regular unleaded,MANUAL,front wheel drive,"Factory Tuner,Performance",Midsize,Sedan,200,6,4,27,18,2937,5657,,Ford,2000
premium unleaded (required),AUTOMATIC,rear wheel drive,"Exotic,Luxury",Large,Convertible,325,8,2,15,10,359990,86,,Rolls-Royce,2001
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,137,4,4,35,27,18750,2031,,Toyota,2017
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,137,4,4,36,28,19490,2031,,Toyota,2017
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,158,4,2,26,18,2000,873,,Volkswagen,1992
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,178,6,2,23,16,2000,873,,Volkswagen,1992
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,178,6,2,23,16,2000,873,,Volkswagen,1993
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,178,6,2,22,16,2000,873,,Volkswagen,1994
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,455,8,2,29,17,53000,1385,,Chevrolet,2014
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,455,8,2,29,17,57000,1385,,Chevrolet,2014
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,455,8,2,29,17,62000,1385,,Chevrolet,2014
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,455,8,2,29,17,58000,1385,,Chevrolet,2014
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,460,8,2,29,17,68160,1385,,Chevrolet,2015
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,460,8,2,29,17,64160,1385,,Chevrolet,2015
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Convertible,650,8,2,22,15,83000,1385,,Chevrolet,2015
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,455,8,2,29,17,63160,1385,,Chevrolet,2015
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,460,8,2,29,17,64000,1385,,Chevrolet,2015
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,455,8,2,29,17,55000,1385,,Chevrolet,2015
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,650,8,2,22,15,87650,1385,,Chevrolet,2015
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,460,8,2,29,17,73450,1385,,Chevrolet,2015
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,455,8,2,29,17,64450,1385,,Chevrolet,2015
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,460,8,2,29,17,69450,1385,,Chevrolet,2015
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,460,8,2,29,17,60000,1385,,Chevrolet,2015
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,455,8,2,29,17,59000,1385,,Chevrolet,2015
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,650,8,2,22,15,82270,1385,,Chevrolet,2015
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Convertible,650,8,2,22,15,86270,1385,,Chevrolet,2015
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Convertible,650,8,2,22,15,91650,1385,,Chevrolet,2015
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,650,8,2,22,15,79000,1385,,Chevrolet,2015
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,455,8,2,29,17,68450,1385,,Chevrolet,2015
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,455,8,2,29,17,59160,1385,,Chevrolet,2015
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,650,8,2,22,15,88345,1385,,Chevrolet,2016
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,650,8,2,22,15,79400,1385,,Chevrolet,2016
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,460,8,2,29,17,70145,1385,,Chevrolet,2016
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,455,8,2,29,17,65145,1385,,Chevrolet,2016
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Convertible,650,8,2,22,15,83400,1385,,Chevrolet,2016
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,650,8,2,22,15,82965,1385,,Chevrolet,2016
premium unleaded (recommended),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,460,8,2,29,17,68855,1385,,Chevrolet,2016
